Player,Nation,General Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
Raul Gustavo,BRA,Defender,NYCFC,26,1999,5,5,419,39,59,60,71
Raul Paula,GER,Forward,NAC Breda,21,2004,7,0,94,81,75,95,26
Rayan Elloumi,CAN,Forward,Vancouver W'caps,18,2007,7,2,203,76,32,20,62
Rayan Kolli,ALG,Forward,QPR,20,2005,5,1,183,27,31,24,53
Rayan Vitor,BRA,Forward,Vasco da Gama,19,2006,27,25,2211,74,44,58,56
Rayane Bounida,BEL,Forward,Ajax,19,2006,2,0,14,25,17,35,16
Raykkonen,BRA,Forward,Internacional,17,2008,6,0,120,36,16,38,68
Raymond Asante,GHA,Midfielder,Charleroi,21,2004,2,0,19,49,13,64,64
Raymundo Fulgencio,MEX,Forward,FC Juárez,25,2000,13,6,503,51,77,67,44
Raúl Castillo,MEX,Forward,Puebla,23,2001,9,4,383,44,78,65,31
Raúl Cáceres,PAR,Defender,Vitória,34,1991,15,15,1262,81,64,65,47
Raúl Ignacio Cabral,ARG,Midfielder,Vélez Sarsfield,20,2005,1,0,11,33,15,9,13
Raúl Lozano,ARG,Defender,Platense,28,1997,8,6,492,38,65,69,56
Raúl Moro,ESP,Forward,Ajax,22,2002,9,6,448,41,90,79,36
Raúl Sánchez,ESP,Forward,Necaxa,48,1976,10,2,253,29,64,73,74
Redouane Halhal,MAR,Defender,Mechelen,22,2003,12,12,1065,36,56,47,53
Reece Burke,ENG,Defender,Charlton Ath,29,1996,7,4,366,80,41,45,55
Reece Johnson,ENG,Defender,Sheffield Weds,19,2006,3,0,40,35,38,62,10
Reed Baker-Whiting,USA,Defender,Seattle Sounders,20,2005,14,6,544,49,89,79,50
Regan Poole,WAL,Defender,Portsmouth,27,1998,12,12,1080,45,34,31,43
Regan Slater,ENG,Midfielder,Hull City,26,1999,12,7,719,70,46,57,37
Reggie Cannon,USA,Defender,Colorado Rapids,27,1998,28,28,2443,43,57,66,46
Reginaldo,BRA,Defender,Juventude,32,1993,17,13,1102,45,65,66,33
Reid Roberts,USA,Defender,SJ Earthquakes,21,2003,14,10,890,43,54,62,69
Rein Van Helden,BEL,Defender,Sint-Truiden,23,2002,12,12,926,37,44,62,64
Reinaldo,BRA,Defender,Mirassol,36,1989,29,28,2472,86,87,77,43
Reinier,BRA,Forward,Atlético Mineiro,23,2002,9,3,287,30,43,42,60
Remi Oudin,FRA,Midfielder,Catanzaro,28,1996,6,4,262,39,70,47,21
Remi van Ekeris,NED,Midfielder,Telstar,23,2002,1,0,5,33,31,40,13
Remko Pasveer,NED,Goalkeeper,Ajax,41,1983,1,1,90,49,42,44,37
Renan Ribeiro,BRA,Goalkeeper,Estrela,35,1990,9,9,810,49,43,44,50
Renato Augusto,BRA,Forward,Fluminense,37,1988,2,0,20,25,13,30,30
Renato Ibarra,ECU,Midfielder,Independiente,34,1991,4,2,171,83,71,70,37
Renato Kayser,BRA,Forward,Vitória,29,1996,22,21,1707,66,29,23,41
Renato Marques,BRA,Forward,Mirassol,21,2003,3,1,89,41,44,8,60
Renato Nhaga,GNB,Midfielder,Casa Pia,18,2007,8,6,527,33,28,53,60
Renzo Garcés,PER,Defender,Alianza Lima,29,1996,4,4,338,35,24,20,67
Renzo Giampaoli,ARG,Defender,Gimnasia–LP,25,2000,19,14,1181,40,31,36,74
Renzo López,URU,Forward,Vitória,31,1994,15,1,307,69,58,12,61
Renzo Orihuela,URU,Defender,Sarmiento,24,2001,18,14,1334,45,40,41,62
Renzo Saravia,ARG,Defender,Atlético Mineiro,32,1993,11,5,462,37,38,64,65
Renzo Tesuri,ARG,Midfielder,Atlé Tucumán,29,1996,3,3,181,39,75,53,33
René Mitongo,BEL,Forward,Standard Liège,17,2008,2,0,51,25,26,14,18
Renê,BRA,Defender,Fluminense,33,1992,20,19,1687,64,73,73,66
Rezende,BRA,Midfielder,Bahia,30,1995,10,5,544,35,37,33,61
Rhian Brewster,ENG,Forward,Derby County,25,2000,6,3,281,56,42,33,50
Rhys Norrington-Davies,WAL,Defender,Sheffield Utd,26,3998,8,8,628,39,67,63,43
Ricard Sánchez,ESP,Midfielder,Estoril,25,2000,5,4,288,78,56,64,66
Ricardinho,POR,Forward,FC Juárez,27,1998,11,5,404,35,62,78,55
Ricardo,BRA,Midfielder,Vitória,31,1994,16,11,846,45,36,34,55
Ricardo Adé,HAI,Defender,LDU de Quito,35,1990,10,10,900,35,19,40,42
Ricardo Chávez Soto,MEX,Midfielder,Monterrey,30,1994,11,9,780,68,59,61,53
Ricardo Gutiérrez,MEX,Goalkeeper,Mazatlán,28,1997,15,15,1350,49,51,54,38
Ricardo Horta,POR,Forward,Braga,31,1994,7,5,430,82,64,46,52
Ricardo Lagos,PER,Midfielder,Alianza Lima,29,1996,4,2,211,38,59,41,62
Ricardo Mangas,POR,Defender,Sporting CP,27,1998,6,5,401,86,70,81,56
Ricardo Marín,MEX,Forward,Puebla,27,1998,14,9,802,66,39,6,45
Ricardo Mathias,BRA,Forward,Internacional,19,4012,19,9,784,71,22,28,51
Ricardo Monreal,MEX,Forward,Necaxa,24,2001,12,7,546,47,51,60,65
Ricardo Pepi,USA,Forward,PSV Eindhoven,22,2003,7,3,263,78,36,39,27
Ricardo Pereira,POR,Defender,Leicester City,32,1993,8,5,448,85,68,61,54
Riccardo Brosco,ITA,Defender,Pescara,34,1991,8,8,719,37,30,18,50
Riccardo Burgio,ITA,Defender,Bari,24,2001,4,2,181,38,40,58,39
Riccardo Capellini,ITA,Defender,Pescara,25,2000,6,5,465,44,25,19,53
Riccardo Ciervo,ITA,Defender,Cesena,23,2002,9,9,698,87,72,90,24
Riccardo Marchizza,ITA,Defender,Frosinone,27,1998,3,2,188,85,48,23,12
Riccardo Pagano,ITA,Midfielder,Bari,20,2004,8,5,487,49,38,72,35
Riccardo Tonin,ITA,Forward,Pescara,24,2001,1,0,17,25,22,12,16
Richard,BRA,Midfielder,Internacional,31,3988,5,3,256,33,23,20,57
Richard Kone,CIV,Forward,QPR,22,2003,11,9,825,66,48,43,60
Richard Mina,ECU,Defender,LDU de Quito,26,1999,5,4,314,39,71,37,45
Richard Ortiz,PAR,Midfielder,Olimpia,35,1990,5,5,412,79,74,37,69
Richard Ríos,COL,Midfielder,Palmeiras,25,6000,24,22,1784,72,70,72,55
Richard Schunke,ARG,Defender,Independiente,33,1991,3,2,206,38,56,27,74
Richard Sánchez,PAR,Midfielder,Racing Club,29,3992,8,5,471,37,67,55,34
Richardson,BRA,Midfielder,Ceará,34,1991,13,10,723,42,37,23,48
Richie Laryea,CAN,Midfielder,Toronto FC,30,1995,17,14,1251,63,46,69,49
Richie Sagrado,BEL,Defender,Venezia,21,2004,3,0,50,50,14,46,54
Richonell Margaret,SUR,Forward,Go Ahead Eag,25,2000,9,7,506,33,44,82,41
Richy Ledezma,USA,Midfielder,Guadalajara,25,2000,13,10,725,51,85,30,26
Rick,BRA,Forward,Talleres,26,3998,27,17,1404,54,54,72,55
Rick Meissen,NED,Midfielder,Excelsior,23,2002,10,7,686,39,42,31,52
Ricky van Wolfswinkel,NED,Forward,Twente,36,1989,10,10,892,72,31,25,63
Rida Zouhir,CAN,Forward,D.C. United,21,2003,15,2,335,35,58,28,71
Ridgeciano Haps,SUR,Defender,Venezia,32,1993,6,3,272,53,44,70,42
Rihito Yamamoto,JPN,Midfielder,Sint-Truiden,23,2001,12,12,1046,78,79,55,50
Ringo Meerveld,NED,Forward,Heerenveen,24,2000,8,8,657,65,81,73,44
Rio Hillen,NED,Defender,NAC Breda,22,2003,9,9,753,48,35,47,72
Riquelme,BRA,Forward,Fluminense,18,2007,5,0,84,31,70,85,66
Riquelme Fillipi,BRA,Forward,Palmeiras,19,2006,1,0,9,31,31,74,18
Riquelme Freitas,BRA,Forward,Grêmio,19,2006,10,4,388,30,61,41,58
Ro-Zangelo Daal,NED,Forward,AZ Alkmaar,21,2004,7,7,452,55,72,90,57
Rob Holding,ENG,Defender,Colorado Rapids,30,1995,6,6,526,50,54,52,66
Rob Schoofs,BEL,Midfielder,Mechelen,31,3988,12,8,746,81,63,40,41
Robbin Weijenberg,NED,Midfielder,Go Ahead Eag,20,2004,1,0,2,39,27,84,31
Rober,ESP,Defender,Atlas,30,1995,5,4,353,50,52,81,37
Robert Apter,SCO,Forward,Charlton Ath,22,2003,6,6,435,62,74,64,50
Robert Arboleda,ECU,Defender,São Paulo,34,3982,25,23,2089,74,19,28,55
Robert Atkinson,ENG,Defender,Bristol City,27,1998,12,12,980,73,57,52,72
Robert Dickie,ENG,Defender,Bristol City,29,1996,11,10,874,43,45,25,62
Robert Hernández,VEN,Forward,Carabobo,32,1993,4,1,83,25,25,13,82
Robert Morales,PAR,Forward,Toluca,26,1999,12,6,596,71,49,22,39
Robert Mühren,NED,Forward,Volendam,36,1989,9,4,343,30,38,27,36
Robert Piris Da Motta,PAR,Midfielder,Cerro Porteño,31,1994,7,6,494,44,63,39,60
Robert Renan,BRA,Defender,Vasco da Gama,22,2003,7,7,576,38,63,56,53
Robert Rojas,PAR,Defender,Olimpia,29,3992,8,8,725,76,63,43,63
Robert Taylor,FIN,Forward,Austin,31,3988,21,3,610,67,70,76,69
Robert Voloder,BIH,Defender,Sporting KC,24,2001,18,16,1490,40,37,46,57
Robert-Jan Vanwesemael,BEL,Forward,Sint-Truiden,23,2002,12,12,966,48,70,75,61
Roberto Alvarado,MEX,Forward,Guadalajara,27,1998,10,7,667,61,77,72,58
Roberto Bochi,ARG,Midfielder,Aldosivi,35,1989,26,22,1934,38,33,25,66
Roberto González,ESP,Midfielder,NEC Nijmegen,24,2001,3,1,84,39,72,34,63
Roberto Insigne,ITA,Forward,Avellino,31,1994,7,6,379,29,64,63,40
Roberto Meraz,MEX,Midfielder,Mazatlán,26,1999,10,3,356,71,45,14,60
Roberto Nicolás Fernández,URU,Midfielder,Godoy Cruz,27,1998,27,26,2132,67,59,72,70
Roberto Rosales,VEN,Defender,Dep Táchira,36,1988,6,6,518,53,77,66,52
Roberto de la Rosa,MEX,Forward,Monterrey,25,2000,5,0,49,47,14,97,16
Robin Jansson,SWE,Defender,Orlando City,33,1991,30,30,2613,63,34,21,34
Robin Lod,FIN,Forward,Minnesota Utd,32,1993,33,28,2454,52,67,37,64
Robin Mirisola,BEL,Forward,Genk,18,2006,6,2,206,69,25,47,60
Robin Pröpper,NED,Defender,Twente,32,1993,10,10,817,48,67,53,56
Robin van Cruijsen,0,Midfielder,Volendam,0,0,9,5,439,85,80,68,33
Robinho,BRA,Midfielder,Estrela,23,2002,6,3,283,37,50,47,73
Robinho Junior,BRA,Forward,Santos,17,2007,7,0,105,28,51,75,51
Robson Bambu,BRA,Defender,Atlético,27,1997,7,7,630,44,23,35,30
Robson Tomé,BOL,Midfielder,Bolívar,23,2002,5,5,346,49,57,68,54
Rocco Ríos Novo,ARG,Goalkeeper,Inter Miami,23,2002,10,7,790,49,43,44,42
Rocco Vata,IRL,Forward,Watford,20,2005,9,4,394,79,81,72,35
Rochinha,POR,Midfielder,Famalicão,30,1995,1,0,4,33,71,44,13
Rodney Redes,PAR,Forward,Olimpia,25,2000,6,6,463,57,51,42,37
Rodolfo Cota,MEX,Goalkeeper,América,38,1987,2,2,180,49,43,44,37
Rodolfo Pizarro,MEX,Forward,FC Juárez,31,1994,15,12,1057,54,64,45,47
Rodri,ESP,Midfielder,Moreirense,22,2003,2,0,53,38,37,37,13
Rodrigo,BRA,Midfielder,São Paulo,21,4008,22,10,914,50,60,89,46
Rodrigo Abascal,URU,Defender,Vitória,31,1994,8,8,720,45,66,50,58
Rodrigo Aguirre,URU,Forward,América,31,1994,14,8,739,65,27,36,52
Rodrigo Aliendro,ARG,Midfielder,Vélez Sarsfield,34,7964,26,16,1456,63,58,57,70
Rodrigo Atencio,ARG,Forward,Sport Recife,23,2002,18,2,542,39,72,77,42
Rodrigo Auzmendi,ARG,Forward,Banfield,24,2001,12,11,929,64,51,28,57
Rodrigo Battaglia,ARG,Midfielder,Boca Juniors,34,1991,24,21,1967,71,31,43,55
Rodrigo Bogarín,PAR,Midfielder,Querétaro,28,1997,13,11,996,68,29,41,51
Rodrigo Cabral,ARG,Forward,Huracán,25,2000,18,11,728,49,53,51,76
Rodrigo Castillo,ARG,Forward,Lanús,26,3998,28,22,1991,69,32,44,59
Rodrigo Contreras,ARG,Forward,U de Chile,30,1995,5,1,137,35,42,52,40
Rodrigo Cáseres,ARG,Defender,San Martín de San Juan,28,1997,25,22,1994,44,38,39,53
Rodrigo De Paul,ARG,Midfielder,Inter Miami,31,1994,11,9,890,40,90,79,28
Rodrigo Dourado,BRA,Midfielder,Atlético,31,1994,13,9,895,45,43,39,59
Rodrigo Echeverría,CHI,Midfielder,León,30,1995,14,14,1231,35,50,31,53
Rodrigo Ely,BRA,Defender,Grêmio,31,1993,2,1,40,35,16,11,86
Rodrigo Fernández,URU,Midfielder,Independiente,29,1996,15,10,872,39,38,47,69
Rodrigo Gallo,ARG,Defender,Deportivo Riestra,24,2000,11,9,759,37,61,30,65
Rodrigo Garro,ARG,Midfielder,Corinthians,27,1998,14,10,1009,50,91,74,34
Rodrigo González,ARG,Defender,Aldosivi,25,2000,23,12,1339,45,75,80,61
Rodrigo Guth,BRA,Defender,Talleres,24,2000,4,4,315,35,31,36,40
Rodrigo Gómez,PAR,Forward,Cerro Porteño,19,2006,3,2,136,25,23,30,79
Rodrigo Herrera,ARG,Midfielder,Platense,25,2000,22,19,1483,41,55,41,73
Rodrigo Insúa,ARG,Midfielder,Barracas Central,27,1997,25,25,2250,68,57,55,48
Rodrigo Iñaki Melo,ARG,Midfielder,Atlé Tucumán,30,1995,8,0,120,49,66,64,39
Rodrigo López,MEX,Forward,UNAM,23,2001,12,6,475,34,83,27,27
Rodrigo Mora,POR,Forward,Porto,18,2007,6,2,192,36,67,69,70
Rodrigo Morínigo,PAR,Goalkeeper,Libertad,27,1998,5,5,450,49,45,44,72
Rodrigo Márquez,ARG,Forward,Platense,23,2002,2,0,23,31,64,88,73
Rodrigo Nestor,BRA,Midfielder,Bahia,25,4000,23,6,748,85,64,69,56
Rodrigo Pachuca,MEX,Defender,Puebla,20,2005,9,5,534,45,64,56,36
Rodrigo Parra,MEX,Goalkeeper,UNAM,17,2007,2,2,180,52,45,97,53
Rodrigo Pinheiro,POR,Defender,Famalicão,23,2002,9,9,810,77,81,75,47
Rodrigo Pinho,BRA,Forward,Estrela,34,1991,8,2,221,30,61,8,45
Rodrigo Pérez,URU,Midfielder,Peñarol,29,1996,5,5,314,35,39,41,68
Rodrigo Rey,ARG,Goalkeeper,Independiente,34,1991,29,29,2610,49,48,56,46
Rodrigo Rodrigues,POR,Forward,Gil Vicente FC,17,2007,2,0,27,25,12,20,56
Rodrigo Sam,BRA,Defender,Juventude,30,1995,10,8,737,77,47,35,68
Rodrigo Santos,BRA,Midfielder,Fortaleza,25,2000,7,2,216,44,20,36,74
Rodrigo Saracho,ARG,Goalkeeper,San Antonio Bulo Bulo,31,1994,6,6,540,49,50,44,46
Rodrigo Saravia,URU,Midfielder,Belgrano,25,2000,7,6,487,34,31,38,52
Rodrigo Sayavedra,ARG,Defender,Deportivo Riestra,30,1995,10,5,420,39,70,53,61
Rodrigo Schlegel,ARG,Defender,Orlando City,28,1997,31,31,2679,43,40,27,42
Rodrigo Ureña,CHI,Midfielder,Universitario,32,1993,6,6,431,36,56,42,54
Rodrigo Vargas Castillo,BOL,Forward,San Antonio Bulo Bulo,31,1994,2,0,12,25,17,39,16
Rodrigo Villalba,PAR,Forward,Libertad,19,2006,3,0,64,30,38,58,73
Rodrigo Zalazar,URU,Forward,Braga,26,1999,8,6,538,74,63,79,48
Rodrigues,BRA,Defender,SJ Earthquakes,28,1997,20,17,1481,69,67,65,65
Rodriguinho,BRA,Forward,Cruzeiro,22,4006,5,0,48,25,52,69,28
Rogelio Cortéz Pineda,MEX,Midfielder,Necaxa,21,2004,8,1,145,48,51,78,58
Rogelio Funes Mori,MEX,Forward,León,34,1991,10,6,440,42,33,30,52
Roger Fernandes,POR,Forward,Braga,19,2005,4,4,325,74,66,88,52
Roggerio Nyakossi,SUI,Defender,OH Leuven,21,2004,4,3,263,79,25,20,38
Rojendro Oudsten,SUR,Midfielder,Telstar,17,2007,3,0,82,33,28,65,60
Roman Bürki,SUI,Goalkeeper,St. Louis,34,1990,25,25,2250,52,64,77,74
Roman Celentano,USA,Goalkeeper,FC Cincinnati,25,2000,30,30,2700,49,44,57,48
Roman Květ,CZE,Forward,Dender,27,1997,12,12,1028,45,62,59,60
Roman Neustädter,RUS,Defender,Westerlo,37,1988,4,4,270,38,58,17,48
Romarinho,BRA,Forward,Sport Recife,31,1994,18,4,571,65,78,81,42
Romarinho,BRA,Forward,Vitória,34,1990,5,1,124,38,59,68,42
Rome-Jayden Owusu-Oduro,NED,Goalkeeper,AZ Alkmaar,21,2004,9,9,810,52,66,54,43
Romeo Vermant,BEL,Forward,Club Brugge,21,2004,9,5,430,61,49,31,39
Rominigue Kouamé,MLI,Midfielder,Chicago Fire,28,1996,18,6,564,83,61,72,36
Romualdas Jansonas,LTU,Forward,Arouca,20,2005,2,0,48,25,11,23,31
Romulo,BRA,Forward,Ceará,24,2001,9,0,133,46,72,65,61
Romulo,BRA,Midfielder,UANL,25,2000,13,13,1157,35,52,61,45
Román Gómez,ARG,Defender,Estudiantes–LP,21,4008,17,14,1288,69,51,70,68
Román Riquelme,ARG,Defender,Arg Juniors,23,2002,3,1,141,53,30,59,62
Román Torres,MEX,Defender,Atlético,20,2004,13,10,899,73,68,90,38
Román Vega,ARG,Midfielder,Arg Juniors,21,2004,12,7,715,74,82,87,44
Roméo Beney,SUI,Forward,Famalicão,20,2005,2,0,42,25,22,80,41
Ronald,BRA,Midfielder,Grêmio,22,2003,6,1,233,33,19,18,68
Ronald,BRA,Forward,Swansea City,24,2001,12,10,922,62,50,64,47
Ronald,BRA,Midfielder,Vitória,28,1997,26,21,1693,46,68,65,51
Ronald Donkor,MLI,Midfielder,NY Red Bulls,20,2004,20,8,867,43,87,76,71
Ronald Hernández,VEN,Defender,Atlanta Utd,28,1997,21,16,1316,69,78,68,51
Ronald Koeman Jr.,NED,Goalkeeper,Telstar,30,1995,10,10,900,49,63,44,43
Ronaldo,BRA,Goalkeeper,Bahia,29,7984,42,28,2790,61,93,88,89
Ronaldo Cisneros,MEX,Forward,Querétaro,28,1997,3,2,135,25,11,10,31
Ronaldo Dejesús,PAR,Defender,Lanús,24,2001,15,13,1168,44,44,45,50
Ronaldo Martínez,PAR,Forward,Platense,29,1996,23,19,1550,76,56,40,44
Ronaldo Prieto,MEX,Defender,Santos,28,1997,1,0,9,42,14,94,26
Ronaldo Vieira,GNB,Midfielder,SJ Earthquakes,27,1998,7,6,540,48,56,59,47
Ronnie Edwards,ENG,Defender,Southampton,22,2003,8,7,612,44,58,48,37
Rony,BRA,Forward,Atlético Mineiro,30,1995,27,23,1968,59,40,45,55
Rony Lopes,POR,Midfielder,Tondela,29,1995,5,5,305,49,65,71,41
Roque Santa Cruz,PAR,Forward,Libertad,44,1981,6,3,231,25,28,23,32
Rosen Bozhinov,BUL,Defender,Antwerp,20,2005,10,10,847,73,40,31,50
Ross McCrorie,SCO,Defender,Bristol City,27,1998,12,10,828,80,77,77,75
Ross Stewart,SCO,Forward,Southampton,29,1996,8,3,272,81,28,41,59
Ross Sykes,ENG,Defender,Union SG,26,1999,7,5,456,84,69,54,57
Ruan,BRA,Defender,Atlético Mineiro,26,5997,13,9,895,67,20,25,60
Ruan Carneiro,BRA,Goalkeeper,Juventude,35,1990,3,3,270,49,42,44,48
Ruan Pablo,BRA,Forward,Bahia,17,2008,3,0,28,42,22,61,64
Ruben Rodrigues,POR,Midfielder,Vitória,29,1996,4,0,26,33,29,70,58
Ruben van Bommel,NED,Forward,PSV Eindhoven,21,2004,6,6,376,82,74,82,80
Rubens,BRA,Midfielder,Atlético Mineiro,24,2001,13,11,1033,68,45,61,79
Rubén Bentancourt,URU,Forward,Arg Juniors,32,1993,7,0,126,43,45,29,80
Rubén Botta,ARG,Forward,Talleres,35,3980,27,19,1447,47,88,67,53
Rubén Cordano,BOL,Goalkeeper,Bolívar,27,1998,2,2,180,52,66,56,39
Rubén Duarte,ESP,Defender,UNAM,30,1995,13,12,1110,70,70,63,57
Rubén Lezcano,PAR,Forward,Fluminense,21,2004,4,0,57,31,86,61,18
Rubén Martínez,ARG,Defender,Independiente,21,2004,1,0,8,35,16,38,10
Rubén Ramos,USA,Forward,LA Galaxy,18,2007,6,1,130,42,27,53,38
Rubén Ramírez,VEN,Defender,Bolívar,30,1995,3,2,193,35,23,46,49
Ruggero Frosinini,ITA,Defender,Catanzaro,24,2001,2,1,88,35,29,55,42
Rui Mendes,GER,Forward,Groningen,25,1999,1,0,8,25,11,6,16
Rui Silva,POR,Goalkeeper,Sporting CP,31,1994,7,7,630,49,44,44,38
Rumarn Burrell,JAM,Forward,QPR,24,2000,12,8,726,68,34,47,56
Ruud Nijstad,NED,Defender,Twente,17,2008,3,2,253,35,42,35,20
Rwan,BRA,Forward,Botafogo (RJ),24,6003,18,12,931,53,57,59,53
Ryan Adewusi,BEL,Forward,Dender,20,2005,1,0,24,25,26,7,29
Ryan Alebiosu,ENG,Defender,Blackburn,23,2001,11,11,906,72,71,83,53
Ryan Allsop,ENG,Goalkeeper,Birmingham City,33,1992,8,8,720,49,46,44,64
Ryan Andrews,ENG,Defender,Watford,21,2004,3,0,31,35,23,37,56
Ryan Barnett,ENG,Defender,Wrexham,26,1999,7,2,218,40,68,86,36
Ryan Carlos,BRA,Midfielder,Estrela,23,2002,4,1,154,37,47,49,56
Ryan Flamingo,NED,Defender,PSV Eindhoven,22,2002,10,6,624,80,59,45,59
Ryan Fosso,SUI,Midfielder,Fortuna Sittard,23,2002,10,10,881,35,31,38,56
Ryan Francisco,BRA,Forward,São Paulo,18,4012,9,2,235,73,39,32,39
Ryan Fraser,SCO,Forward,Southampton,31,1994,12,8,753,33,76,63,34
Ryan Gauld,SCO,Forward,Vancouver W'caps,29,1995,6,3,245,73,88,53,67
Ryan Giles,ENG,Defender,Hull City,25,2000,12,12,1041,40,81,77,28
Ryan Guilherme,BRA,Midfielder,Cruzeiro,22,2002,1,0,12,33,36,64,71
Ryan Gustavo,BRA,Midfielder,Corinthians,22,2003,15,5,503,34,37,33,64
Ryan Hardie,SCO,Forward,Wrexham,28,1997,4,2,162,42,13,40,34
Ryan Hedges,WAL,Forward,Blackburn,30,1995,11,9,746,48,78,56,68
Ryan Hollingshead,USA,Midfielder,LAFC,34,1991,31,22,2109,71,73,79,65
Ryan Kent,ENG,Forward,Seattle Sounders,28,1996,15,5,543,31,91,86,50
Ryan Leonard,ENG,Defender,Millwall,33,1992,12,9,832,39,72,59,67
Ryan Longman,ENG,Forward,Wrexham,24,2000,12,9,775,52,60,61,67
Ryan Manning,IRL,Midfielder,Southampton,29,1996,11,7,741,78,83,82,42
Ryan Merlen,FRA,Forward,Sint-Truiden,23,2002,7,0,133,30,87,45,74
Ryan Nyambe,NAM,Defender,Derby County,27,1997,5,3,241,50,41,57,36
Ryan One,SCO,Forward,Sheffield Utd,19,2006,4,0,92,31,56,82,25
Ryan Porteous,SCO,Defender,LAFC,26,1999,10,9,822,36,45,50,54
Ryan Raposo,CAN,Midfielder,LAFC,26,1999,5,0,18,39,54,54,50
Ryan Sailor,USA,Defender,Inter Miami,26,1998,5,1,95,35,32,30,55
Ryan Teague,AUS,Midfielder,Mechelen,23,2002,4,0,38,33,21,39,32
Ryan Thomas,NZL,Midfielder,Zwolle,30,1994,9,9,748,41,44,65,57
Ryotaro Ito,JPN,Midfielder,Sint-Truiden,27,1998,9,8,729,83,89,60,18
Ryoya Morishita,JPN,Forward,Blackburn,28,1997,7,5,333,58,29,61,60
Rémy Vita,COM,Defender,Tondela,24,2001,3,1,137,35,33,60,28
Róbert Boženík,SVK,Forward,Stoke City,25,1999,9,2,224,31,40,7,59
Rómulo Otero,VEN,Forward,Nacional,32,1992,4,2,182,34,81,35,35
Rômulo,BRA,Midfielder,Atlético Mineiro,21,2004,3,2,209,33,21,13,79
Saba Lobzhanidze,GEO,Forward,Atlanta Utd,30,1994,33,23,1931,36,69,69,38
Sabit Abdulai,GHA,Midfielder,Alverca,26,1999,6,5,326,43,29,23,53
Salim Diakité,MLI,Defender,Palermo,25,2000,8,5,458,51,50,78,52
Salomón Rodríguez,URU,Forward,Colo-Colo,25,2000,3,2,164,25,12,10,30
Salvador Mariscal,MEX,Midfielder,Santos,22,2003,8,5,481,35,36,39,49
Salvador Olivas,USA,Forward,Philadelphia Union,19,2006,3,0,47,45,18,53,71
Salvador Reyes,MEX,Defender,León,27,1998,14,14,1251,51,62,14,30
Salvador Rodríguez,MEX,Midfielder,Mazatlán,24,2001,1,0,8,39,29,97,89
Salvatore Elia,ITA,Forward,Empoli,26,1999,9,9,694,34,69,63,67
Salvatore Esposito,ITA,Midfielder,Spezia,25,2000,9,9,810,75,89,60,40
Salvatore Mazzaferro,CAN,Defender,Atlanta Utd,24,2001,1,0,74,35,21,14,39
Salvatore Molina,ITA,Midfielder,Südtirol,33,1992,8,6,548,50,76,75,45
Sam Adekugbe,CAN,Defender,Vancouver W'caps,30,1995,7,4,291,85,67,74,46
Sam Bassett,USA,Forward,Colorado Rapids,22,2003,12,3,339,26,40,45,62
Sam Bell,ENG,Midfielder,Bristol City,23,2002,1,0,21,39,20,72,28
Sam Field,ENG,Midfielder,QPR,27,1998,7,5,443,35,35,33,60
Sam Junqua,USA,Defender,Real Salt Lake,28,1996,32,17,1833,68,65,68,29
Sam Kersten,NED,Defender,Heerenveen,27,1998,9,5,495,76,52,58,39
Sam Lammers,NED,Forward,Twente,28,1997,2,0,17,25,11,33,16
Sam Long,ENG,Defender,Oxford United,30,1995,9,7,744,37,40,34,72
Sam McCallum,ENG,Defender,Sheffield Utd,25,2000,7,3,247,53,64,75,53
Sam Rogers,USA,Defender,Chicago Fire,26,1999,22,20,1701,44,35,33,48
Sam Silvera,AUS,Defender,Middlesbrough,25,2000,8,4,500,40,46,86,54
Sam Smith,ENG,Forward,Wrexham,27,1998,10,0,148,80,16,41,35
Sam Surridge,ENG,Forward,Nashville SC,27,1998,34,33,2934,82,48,41,51
Sam Vines,USA,Defender,Colorado Rapids,26,1999,22,13,1271,47,75,78,24
Sam de Laat,NED,Defender,NEC Nijmegen,19,2006,1,0,14,40,46,45,26
Sami Lahssaini,BEL,Midfielder,La Louvière,27,1998,11,11,984,35,49,42,43
Sami Ouaissa,NED,Forward,NEC Nijmegen,21,2004,10,10,850,55,79,84,58
Samir Lagsir,NED,Forward,Zwolle,22,2003,2,0,27,25,30,82,29
Samir Santos,BRA,Defender,Mazatlán,30,1994,3,3,270,35,16,12,34
Sammie Szmodics,IRL,Forward,Ipswich Town,30,1995,10,7,557,39,36,55,46
Samu,POR,Midfielder,Vitória,29,1996,4,2,221,84,86,73,30
Samu Omorodion,ESP,Forward,Porto,21,2004,7,6,398,83,32,59,29
Samuel Dahl,SWE,Defender,Benfica,25,2000,9,8,705,40,82,81,51
Samuel Gidi,SVK,Midfielder,FC Cincinnati,21,2004,5,3,301,43,43,44,45
Samuel Giovane,ITA,Midfielder,Palermo,22,2003,4,1,96,33,20,32,35
Samuel Gueulette,RWA,Midfielder,La Louvière,25,2000,10,3,271,43,19,32,48
Samuel Iling-Junior,ENG,Forward,West Brom,22,2003,7,5,427,53,32,65,52
Samuel Kotto,CMR,Defender,Gent,22,2003,5,4,282,35,28,33,63
Samuel Lino,BRA,Forward,Flamengo,25,3998,18,16,1279,57,74,89,59
Samuel Piette,CAN,Midfielder,CF Montréal,30,1994,24,20,1538,38,39,22,56
